account_id,threat_level,failed_transactions
C1159706423,45,1
C454369676,56,4
C1989492566,53,1
C985673126,22,3
C878595758,29,7
C1237202508,26,3
M51510401,16,1
C1414803985,84,0
C950481807,44,3
C1409357558,10,1
C699428728,11,2
C375207823,76,3
C1524935695,12,2
C882869222,91,0
C663417326,23,7
C887207166,43,3
C1240760502,29,4
C1091745120,52,3
C2063290539,21,0
C1642342950,8,3
C382292531,5,4
C187420087,13,4
C1715219642,25,3
M264087507,4,3
C247724546,23,1
M357146102,89,1
C1721407983,27,0
C804161412,3,4
M628052327,15,3
C735890099,10,0
C15163304,30,0
C1349724985,20,1
C90160216,22,4
C513854011,0,14
C937108830,5,5
C762380718,9,4
C744595388,79,0
C755187737,21,3
M513167792,35,3
M738781731,0,1
M892164474,17,4
C1104026096,23,2
C237645752,18,1
M598638388,16,4
C1326332687,11,1
C1242586395,14,0
C1419193106,5,0
M105600180,6,12
C1966713243,1,1
C1780731020,5,0
M1433615115,24,2
C366099593,39,0
C1671938732,30,3
C2002158188,27,2
C2028919547,19,1
M2005998735,14,3
C156645953,24,2
M1663705007,23,4
M904705610,73,2
M1686501322,10,0
M1891664165,8,3
C1662683833,6,1
C808032178,5,4
M437217558,16,0
C500988160,55,1
C448046812,11,14
C1850623085,14,4
C759265987,10,3
C163714951,6,1
C581467145,87,1
C268435937,13,9
C1240358800,18,1
C1248789708,18,4
C1105053427,2,0
C503621730,14,3
C1111185701,14,16
C1206529560,25,4
C1131660979,6,4
C449578110,21,2
C1095148312,3,2
C588849159,38,3
C1458768825,2,2
C1212538826,17,3
C1377526641,85,1
M771523987,7,3
M1786561478,44,3
C1162745064,25,2
M224732034,24,4
M1609433460,14,2
C2065596453,26,0
C1485768784,3,0
C40788007,78,0
C1096862220,10,4
C690687822,15,0
C76039406,0,0
C1658151596,22,1
C1968690970,35,1
C1224906494,14,2
C26054068,24,3
C1045821965,6,1
C403424768,12,3
C901980396,17,4
C1232638212,27,4
C1435422249,81,4
C649499150,57,11
C100670748,9,4
C326654866,6,43
C527814350,9,2
C1724360871,26,2
C83746200,23,0
M1902627657,18,2
C2146626722,13,3
C354830588,24,21
C916024656,4,4
C773541980,5,0
C784365883,3,4
C1294101830,41,4
M469608202,39,7
M1335022995,29,3
C1433595549,12,12
C1957736590,0,1
M595606350,10,3
C1610616508,42,0
M1139018142,64,2
C1063889143,2,4
C1218158719,22,10
C1277541975,55,10
M1700652784,22,40
C495020709,25,4
C431065940,2,3
C1046379400,12,9
C726718775,9,1
C1678763914,27,9
C645939954,41,0
M383332537,16,8
C748122683,3,3
C1334063709,16,1
C1761620253,16,1
C709938400,14,2
M767828790,17,10
C1960686990,15,3
C1973546773,31,3
C1010057708,11,3
C1064156773,0,1
C982362402,59,37
C620329507,14,3
C1697079557,83,2
C1495186428,17,4
C1903026356,29,0
C114008139,4,2
C383167934,28,7
M18067752,11,16
C39371958,19,2
M204474673,48,3
M2036480480,17,1
C253299298,4,2
C910484587,12,2
M1412584307,7,3
C1606642992,26,2
C1001884646,1,14
C316264040,18,2
C483646446,83,1
C332002977,66,33
C649995594,20,1
C1104416444,3,12
C919629620,30,7
C1468903657,49,14
M239933767,15,4
C147647618,17,3
C43050523,23,4
M1728942135,23,1
C383569091,2,3
C1876928951,15,2
C1631331528,0,12
C1436162741,3,0
C296422689,0,4
C1470950015,4,3
C1238224795,1,8
C1045554573,11,0
C2014757739,11,4
C277235390,2,2
C870525768,6,4
C1113626247,22,4
C1219168641,29,4
C1852969836,9,4
M1617417630,87,1
M1211304446,26,3
C630860591,0,1
C349122522,10,3
C196826445,20,1
C1389899964,18,3
M2130364024,44,4
C38948739,18,5
C653159551,24,3
M95379049,25,3
M1677269596,23,3
C1806825688,22,3
C1259393771,18,10
M1805373193,15,4
C1930937290,14,4
C2088373832,8,3
C392033063,44,6
C965120495,44,32
C538469437,19,2
M270015998,5,3
C1673501963,11,42
C134864818,9,1
C341796952,11,2
C235991493,5,4
M264131260,94,4
M584886571,1,8
C124685504,25,8
C358952374,9,8
C1098297840,5,14
C619524298,6,3
M1086660609,61,4
C663341978,24,11
M1961645724,78,7
C726568200,3,4
C1742570828,13,4
C1019329213,17,2
C1344019835,97,4
C1505613583,4,0
C1129235717,44,3
C301036564,82,2
C1686754447,97,0
C1292407120,1,3
M2036234002,28,1
C1037003620,0,8
C873688455,14,2
C1032257586,11,1
C911778942,39,3
M1342814598,14,2
C185435124,45,4
C569400404,0,2
C1345622179,90,1
C420042590,8,1
C603977891,23,4
C93719007,36,0
C968979703,1,1
C954355337,32,1
C1004573404,53,5
C734898867,5,3
C1740195173,33,3
C889126959,5,4
C1047102725,7,1
C1081633123,5,1
C782654242,9,0
C1602220672,85,4
C1559836246,14,4
C570470570,98,14
C1923777250,16,14
M2081690180,2,2
C1386066751,43,0
C645162183,82,4
C1100232051,22,1
C1981414161,31,1
C1028616388,2,0
M392286860,27,4
C305513197,24,3
C928962542,89,1
C37648199,3,1
M671304596,54,1
C1912147683,5,4
C1542488345,59,2
C1765991027,93,2
C1277846292,9,2
C348668199,21,1
M210177169,24,3
C584589800,33,27
C490078402,15,3
C932199876,27,14
C1715747042,15,7
C1576454931,31,1
C1110455571,51,12
C1303691257,50,2
M1171699289,3,6
C1933457174,77,3
M2097442623,32,2
C635085221,1,1
C2070949927,24,3
C422895928,32,3
C1075373411,27,14
C1534776155,20,4
C25337012,2,0
C822306757,45,1
C615727112,68,4
C634826813,28,3
C2045823744,5,3
C842841260,14,2
C438915125,27,3
C613653863,34,2
C1078756816,28,4
M971350173,19,1
C1310149705,49,3
C1782818972,4,12
M1340847850,7,4
C482289567,1,3
C869601912,46,8
C767919163,7,12
C484597480,23,2
C644560099,37,2
C237988421,16,3
C1767735686,8,23
C653173701,24,4
C200482493,6,11
C2133707942,49,2
C296256707,13,2
C365481635,49,1
M26277630,26,4
C488662126,16,1
M427287755,22,4
C1165654124,22,0
C11986076,15,1
C162852477,15,0
C1143448210,8,4
C443545047,27,4
C255104345,52,9
C1469754483,22,0
C1713722589,37,2
C1860984130,15,49
C1704789333,63,2
C1356176375,12,1
C771949632,5,1
C1118888385,17,0
C2116170812,54,10
C361266370,27,2
C909061778,55,2
C155517114,6,2
C1056905575,18,6
C1171251398,5,0
C422021470,8,4
C1182468469,15,1
C272415489,17,3
C1251997728,21,12
C2094242664,88,2
C233203821,9,0
C1980159830,0,13
C604635336,2,4
C1357772203,12,14
C2104374417,0,11
C1667786213,46,1
C1073123707,32,2
M1257457925,11,2
M876176320,49,2
M2080896484,16,3
C1149659100,52,4
C2036829770,74,2
C3616550,53,2
C228659478,11,9
C1897775695,25,0
C1024185453,52,0
C717867656,32,3
C32855778,15,4
C1624753217,94,3
C117985558,39,0
M582586467,6,4
C1557963238,5,1
C1495567837,6,4
C186754767,70,2
C1646411729,8,2
C1459526848,3,2
C1991324873,31,3
C246840879,10,4
C2145436989,77,2
C837588739,21,45
C194343866,27,0
C1342094326,29,2
C1992305546,9,14
C836148567,23,11
C558030256,43,7
C589143360,53,3
C1210237833,62,11
C1468962299,25,3
C1672846725,18,7
C492377263,2,13
M1292983564,18,4
C2068627144,3,2
C361179065,8,4
C1220844605,19,3
C621851577,5,0
C2110301116,21,3
M1779004448,16,30
C671713325,27,0
C196120159,5,6
C231206741,40,4
C1395430335,35,0
C657141771,94,0
M290392902,14,0
M1428000563,57,1
M1242734986,21,9
M1211675152,29,1
M206603774,32,13
C106331285,3,1
M1202523027,31,44
C1114473642,22,4
C153671808,4,4
C1641916964,10,1
C2080858328,0,1
C1103102698,0,1
C1645689234,34,1
C1588815629,36,5
C44991297,4,5
C257448210,67,0
C2124993754,4,2
C248366837,5,0
C1429382985,15,6
C1172805024,95,3
M2102031083,52,3
M675146435,18,1
C1339692005,13,32
C883731404,94,2
C2700959,25,4
C593419630,34,2
C854318783,2,0
C304432488,14,2
C820541665,94,39
C1690142827,17,0
C1943104198,12,3
C2085805920,27,0
C1814200711,24,0
C2039404803,6,12
C1892131530,18,3
C872584053,1,27
C54705242,80,6
M1061462724,2,1
C558438058,29,4
C736243376,10,3
C503229011,15,4
C1526453015,2,22
C135952219,25,44
C1334721309,1,2
M1264546119,25,5
C1673455944,39,3
C655554969,35,0
C912209557,5,3
C1927095593,10,1
C817962760,27,10
C2105648616,16,5
C757856266,13,11
C369476436,43,2
C1581520605,10,2
C1954686782,11,0
C422464284,13,0
M1401636323,43,3
C1149857184,2,0
C2144113624,0,2
C1523524779,23,44
C976763608,9,1
C325396158,62,0
C1959274082,8,2
C925756400,18,4
M597619548,4,2
C1091400197,20,3
C1081907020,21,1
C872526349,55,3
C1061614103,10,2
C492533241,76,3
M839492918,18,4
C762876707,15,0
C1657946323,21,2
C1839878757,1,2
C156740907,15,4
C1792633162,69,1
M720852331,21,29
C1077069032,4,8
C264265832,27,3
C1139472270,46,3
C290612662,6,0
M660882024,9,41
M1774308039,11,25
C1238050210,16,1
C1483542183,20,2
C866042967,24,4
C515650238,5,2
C716213910,25,4
C1829714991,68,12
C1158160178,25,3
C701279123,5,0
C1681926912,89,2
M1993218243,16,3
C1989098834,18,0
C2013311166,29,5
C658896093,10,2
M864228348,8,3
C1620800453,23,0
C1899051151,38,1
C1526507740,0,4
C1721620515,29,2
C1933030499,50,2
C1219072012,64,49
C825189411,47,2
C141305272,49,1
C839166254,78,2
C40586288,1,14
C2143419144,21,2
C1549709638,51,11
C1220999792,36,4
C1267374857,10,2
C1580171331,28,4
M292260273,17,2
C314741888,7,4
C385292110,16,0
C1992164330,15,2
M1078443305,21,0
C1846133670,18,4
M214289847,88,4
C324196220,8,32
M1591493204,21,0
C106965727,50,0
C67758219,28,37
C1300753775,26,8
C1042205751,36,4
C1600663092,0,3
C1565172234,6,16
C1214398506,72,4
M1564543432,41,3
C63612256,42,41
C403788816,8,14
C968443194,59,6
C1943511242,11,2
C86920916,5,0
C322085033,5,0
C1857552965,64,12
C344958060,11,4
C1975093862,29,0
C525754235,22,3
C418248342,83,2
C229490912,9,1
C1544721929,13,0
M399977230,11,1
C217915268,13,1
M1202620886,8,13
C1185532212,61,0
C2023337597,14,4
C1048197605,89,2
C1351362832,28,15
C1945609981,12,2
C415550928,64,3
M1504988736,3,0
C1868413485,27,1
C995648535,27,0
C947667827,20,11
C113477423,12,1
C793060257,21,2
C421977911,1,8
C407882330,56,4
C998949694,18,3
C320276503,17,2
C716132711,15,3
C584350689,57,0
C747634599,4,29
C1685542801,20,2
C240841998,6,1
C1166523197,51,3
C1396614287,0,3
M2088878177,28,3
C1355625532,21,9
C1140754704,18,0
C1344024956,5,1
C1254964962,12,3
C1267185629,35,1
C1487166642,23,1
C783765738,18,0
C1722702709,22,2
C686232670,24,17
C378061885,47,2
C1594633705,29,0
C566519149,1,3
C101130104,6,1
M455121246,48,1
C1121929205,8,1
C1455457550,13,2
C207984053,0,4
C615563680,14,4
C468670582,8,1
C1155218705,21,4
C1968868533,22,1
C1562400818,7,1
C453690836,0,0
C1899734052,40,0
C528104060,17,2
C560477640,71,1
C380720525,6,4
C1334272276,41,4
C1038102306,4,3
C1768568779,83,2
C232318777,17,3
C2067388128,7,4
C1965618780,3,0
C1467301185,54,1
C1364383087,62,0
C917391847,57,24
C1242687848,67,0
C1138553335,2,3
C584089807,53,4
M932266825,14,2
C783332101,1,0
C467660370,8,2
C739839751,29,4
C1767230769,15,3
C232109757,22,1
M1475773522,56,0
C808332681,59,0
C1605036015,17,3
C1849745670,27,1
C1973979409,9,9
C1144134792,1,1
M332887448,68,4
M1070074074,3,1
C1062568315,11,5
C1613656989,12,8
C1131779969,6,11
C1496296182,93,1
C872683861,27,4
C1660576685,5,1
M1537869472,14,0
C424709044,54,4
C1836982430,18,19
C1265071375,60,11
C41741464,9,4
C122594171,13,3
C404992053,7,4
C855936944,18,0
C375355852,20,3
C360910946,15,14
C1490699427,78,14
C92480260,39,5
C601626778,10,12
C1373191789,9,14
C1780565276,59,16
C1060608239,28,2
C864016033,6,1
C1874485963,11,4
M1880879290,13,2
C1295280435,4,2
C1232612251,37,19
C1488427572,27,8
C1330110958,38,1
C452155981,11,7
C1304491327,14,1
C1361623432,13,2
M1940029970,1,1
M1962622524,43,10
C366422857,17,4
C374111127,27,1
M1391464275,94,11
M579496257,4,3
M1943935809,19,9
M746841691,19,29
M748752219,22,3
C354815356,7,0
C1949249201,9,2
C1229821695,25,5
C1577459879,32,1
C713299451,4,0
C943645898,18,1
C501615176,12,0
C367142196,26,27
C196828761,58,4
M529730388,8,0
M1714358958,46,2
C2023146573,8,1
C1868535508,25,1
C407555849,18,3
M405033450,22,11
C2041078413,10,1
C1847024742,46,2
C1252813244,2,0
C46505389,7,12
C377124589,11,3
C915313654,17,14
M2066513851,39,3
C325607848,33,1
C2010427735,35,3
C1357652260,71,3
C1911519798,94,38
C902084525,20,4
C442939138,70,7
M1446999518,7,16
C537697643,22,3
C129017908,15,2
C1037064931,56,6
C1143185914,74,3
C796414235,40,7
C809280725,42,0
C1008156343,5,11
C462980921,15,0
C1156848884,9,1
C1366429799,16,0
C1786112374,15,0
C1767904306,55,0
C1860173439,12,0
C777524685,7,3
C1551518580,6,0
M620972585,91,14
C1620517572,96,8
C497532858,27,23
M1041404561,59,14
C2021988753,13,3
C471124421,53,2
M481698550,7,3
C1762762432,38,3
C1134905681,18,9
C1399753986,3,1
C1274549499,28,8
C1635946404,12,0
C964946524,27,11
M79618858,26,4
C852890402,59,3
C814196948,87,1
C353673917,10,4
C2133904404,0,0
C358945794,97,4
M1659933300,17,14
C813507713,29,18
C2134304769,3,0
C224868326,8,2
C203353340,45,8
C1783458636,2,1
M27123237,47,1
C1250762077,46,49
C1352832594,5,1
C969293735,25,1
C1863782967,35,4
C902159991,28,4
C1001944023,3,16
M1813231781,9,13
C903382232,57,4
C394602841,2,1
C1119446427,22,0
C581356334,4,0
M562874392,44,2
C511248681,26,0
C606301780,19,4
M1326404141,88,7
C1126073775,50,2
C341150931,55,1
C327309406,6,0
M1632356971,27,43
C2086426865,25,1
C507657777,20,2
C1157224530,74,1
C1896047092,1,1
M621878666,44,0
C872215171,3,10
C1897391288,49,2
C431441250,1,3
M1523577943,0,0
C406343863,66,3
M1763872422,38,1
C1441146637,28,3
C4582866,49,2
C450782452,26,4
C1402590584,46,3
C931551190,69,0
C1852286979,19,2
C276411343,26,0
C1252012620,3,5
C778682227,25,13
C1750954294,29,2
C173108630,3,4
M418913785,19,14
C647880453,1,2
M927785642,0,2
C1653068424,65,0
C2073628909,6,4
C1652883976,3,2
C42034103,24,4
C348102025,25,0
C2118430205,80,3
C1217007,1,0
C647820407,12,2
C1202077547,14,28
C2081696930,14,7
C1110378276,18,1
C480428214,8,6
C866794945,70,7
M278913183,11,2
C1713451943,72,2
C211626897,73,17
C1824441514,61,0
C91869280,2,2
C11715083,39,3
C610416959,15,4
C2087357632,6,8
C1515334045,8,0
C904504548,0,3
C1708605385,46,2
C2121303056,7,4
C84895958,13,2
C1681613660,32,1
C136097735,7,6
C1100506284,19,2
C1973953609,23,4
C413417554,20,2
C2064051443,20,2
C1399350501,20,42
C1822241630,26,4
M554584850,49,4
C1877554547,28,0
C1084469927,23,0
M135859687,23,0
C539124433,41,0
C1884759073,21,8
M430105280,54,2
C65711884,48,4
C2138877951,72,9
C2070598843,14,1
M904698667,45,1
C576654614,15,2
M1862288098,39,2
M255163564,11,2
C1705153869,26,2
C745933745,7,3
M1103960825,9,12
C1810870711,37,4
C1876123003,12,2
C1838535130,2,24
C1988066398,3,3
C1737282094,17,4
C1035051693,57,3
C537489374,42,3
M1909678231,10,12
C2118078737,19,2
C852380095,12,2
C1193589661,2,4
C546087307,13,1
C96627762,5,5
C1974263208,0,4
M647922648,72,1
M212817556,0,12
C592908522,18,4
M1620009525,17,0
C571113849,11,38
C2082343403,25,0
C399910065,8,4
C1527967163,58,0
C1398799166,12,28
C544678194,15,2
C486667991,6,3
C1819376154,12,1
C936788394,3,0
C1905243048,19,2
C305285209,91,1
C1701618643,31,2
C379886033,1,0
M161776910,2,4
C942553827,9,3
C536487680,11,3
M2034498721,6,25
C707108964,0,2
C325517621,26,4
C205147300,3,11
C898928704,5,2
C990221010,32,1
C1873591619,55,34
C1486402189,20,0
M333785500,50,0
C217900095,14,8
C1809216911,11,3
C24910757,14,3
M1735014481,30,1
C1713860287,40,0
M1987747933,0,3
C751067475,66,3
M222645873,12,2
C1172457477,23,2
C144033532,15,2
C471721759,32,3
M1533303171,8,1
M421268015,8,2
C287019625,11,2
C588111931,19,14
M374026118,85,1
C11805899,11,24
M857066390,62,3
C1680259285,14,2
C1730054640,40,0
C787224310,78,1
C1381675569,27,2
C2054787503,27,29
C173997527,0,13
C524739432,56,0
C304705650,58,0
C676285921,21,4
C1826310320,28,3
C847400298,37,2
C1388157479,23,2
C467038767,0,2
C1248033896,36,0
C1343196416,28,6
C771788486,0,3
C154379593,10,3
C1910046881,2,7
C628902816,32,4
M1348559678,0,5
C1567802374,3,4
C623047592,21,0
C1008324254,25,8
M2100958590,48,12
C1564888883,15,3
C344693841,85,3
C1005098822,22,0
M686478650,45,2
C192491518,20,6
C1182490144,42,1
C374400787,42,1
C1720399024,15,1
C1873850103,28,2
C1845475495,58,49
C1816074954,3,11
C1547705480,5,3
C261011832,0,5
C1253117040,67,4
C1409954717,68,1
C1268594886,51,2
C1219919063,79,3
C1404079999,4,2
C1198935839,43,0
M137339444,11,3
M958098346,2,1
C571396665,21,8
C973455293,29,4
M1164367731,38,4
C890998824,46,1
C1156561700,75,5
M1403391485,15,3
C343032833,54,11
C754471606,8,7
C1556429579,19,3
C1351647165,22,2
C1233270871,9,3
C1365777468,11,1
C844303187,28,0
C173052623,27,3
C782860253,17,1
C1561780859,2,4
C1049094143,10,3
C343391639,35,4
C1681145385,98,3
M400754556,20,0
M787911121,28,2
C2022632011,2,14
C416109856,47,4
C1949097464,3,0
C1904871455,91,0
C105968662,17,1
C2002371940,23,2
C107095723,25,2
C1688704101,3,4
M61190722,11,1
C204500435,89,4
C2126217921,6,0
C1095587424,23,2
M1298776157,69,0
C606727928,27,2
C769359857,19,1
C303034143,18,0
M330274380,35,2
C808996073,64,0
C953288501,13,3
M1127755633,3,3
C1346462334,43,2
C908412915,3,3
C515522027,47,7
C218244847,15,1
M899593641,7,3
C1942844513,23,0
C1281153846,50,4
C1472681280,73,2
C653459861,4,1
C5946800,29,0
M1263116446,26,4
C1650533989,1,4
M1568334877,18,3
C1248572349,18,1
C2144535673,24,3
C276265966,4,2
C227745281,28,0
M347661573,22,3
C689217718,25,3
C1078926506,12,47
C1015051610,18,0
C647552361,19,4
C898478782,29,3
C1353805001,27,2
C1765654465,2,21
C8415414,88,3
C941501471,13,4
C270548770,17,4
C1524177,2,5
M1886987601,25,3
M1243173240,7,8
C1140934413,13,9
C6225251,9,0
M497255960,48,9
C192335309,12,4
C2030319121,27,3
M2118589947,28,5
C864134170,2,1
C2062435515,7,0
C1114316195,2,3
C1419848942,17,14
C862756155,23,4
C878638396,4,4
C1378874342,53,0
C861363609,27,0
C2064432630,27,3
M1818948116,20,1
C1478031514,25,3
C473254027,50,3
C782494245,18,2
C1315366495,51,2
M1731408448,41,5
C1100593321,56,44
M1449896956,92,1
C1778825418,48,6
C108732265,4,13
C591574895,12,0
M1650561740,84,2
C660418445,29,3
M1621331139,28,22
C1221874853,57,4
M1963727553,22,1
C359053471,22,4
C1664412497,47,4
C692010435,10,3
C30009681,15,12
C584231619,26,1
C1860891451,79,2
C153984847,47,4
C435388425,13,2
C247500910,31,2
C2012277914,14,9
C2060163149,79,4
C753775382,20,35
C667895388,51,2
M473444377,45,2
C1156660566,10,3
C554298063,20,0
C912468991,8,2
M1288767048,8,1
C705505175,11,2
C1035021730,10,3
C280100352,10,1
C521535033,2,0
M1884750736,21,3
C48108938,13,3
C639477865,28,2
C1110326612,36,4
C457760733,24,3
C1471854197,11,11
C589421896,38,1
C1824942573,61,1
C2089584117,21,4
C1451142602,44,2
C660306353,28,0
C1665672458,7,2
M1472466505,12,3
C1235840228,6,0
C1745764329,36,4
C429586634,58,11
C503835851,28,13
C51834608,0,0
C1130745350,21,2
C1496221807,23,4
C2010630507,26,33
C1310133461,15,0
C1032193868,6,2
C219782956,51,4
C99589447,23,2
C18836676,33,2
C861762995,35,10
C1401651299,27,4
C511783650,75,4
C1451901065,60,0
C1507561062,18,4
C259549410,5,4
C1099577964,16,3
C1192998409,9,2
C1419427980,19,2
C1402721399,24,8
C1806171477,10,2
C699067321,63,1
C1939610658,84,0
C1429464645,4,1
M952704150,26,4
C1509629970,2,2
C1786253542,58,3
C783347006,29,2
C454794829,26,2
C729726930,93,4
C2001477258,15,1
C1305401520,52,10
C1134636031,61,1
C567516713,35,0
C1630296340,3,5
C1818466630,2,2
C1353262793,1,0
C1719300863,20,4
C1903974200,19,3
C1127221987,8,3
C1297572559,28,0
M1381709340,25,0
C888375284,75,0
M1211499242,4,1
C1009815978,18,4
C245071025,26,0
C768896772,79,2
M1423777952,1,0
C1517995409,0,13
C1544214940,27,3
M2071613691,17,0
C85703891,47,0
C1447874245,29,0
M1671735674,57,1
C1652647340,46,3
C1801693441,10,1
C1693562203,59,17
C1517298513,18,0
M1564875283,8,1
C64264176,9,11
C2033019735,10,4
C352046259,22,1
C169818409,28,4
C99756015,73,0
C125935569,22,12
M695589079,0,4
M405323355,3,1
C225362141,21,1
C574068504,34,2
C811848204,40,2
M1084066838,41,0
M1644118977,27,2
C1983827347,10,4
C652040399,20,0
M845025811,47,7
C1354083050,57,3
C1451152089,13,0
C1932490847,9,0
C1872069532,37,4
C888873029,79,2
C458746310,25,4
C1688253257,19,1
C1963796883,26,2
C90754215,16,3
C1947092540,16,31
C1274861674,35,1
C489338831,6,3
C618224425,19,3
C1689681718,15,0
C590677591,19,3
C1732177311,19,12
C1396412128,2,4
C1305735460,25,1
C1108055784,90,4
C836101056,7,5
C246975278,44,2
C152462343,61,4
M40268074,38,1
C674342994,20,4
C48405070,6,1
C290549472,9,0
C956685774,23,3
C1703895485,17,49
C1330993112,90,7
M1667895154,44,1
C480733554,5,3
C1761865559,4,4
C2108706681,38,1
M1076463995,53,9
C1626987791,9,2
C433116628,44,3
C1151204098,80,2
C2077993064,28,3
C1167018610,17,0
C2019813234,27,12
C905891992,76,4
C85506355,15,4
C1230191213,1,11
C2070535347,18,0
C166564777,37,3
C1923595445,37,2
C661415422,2,4
C1596483262,0,1
C1680095927,41,4
C1249185489,27,4
C2046532666,10,1
C325534370,26,0
C611274603,2,1
M323871667,16,1
C1677425940,7,0
M680697491,12,14
C302256535,73,3
C994969471,18,1
C901840128,20,2
C1401811695,19,4
C1524347978,3,3
C811346577,23,4
C938060878,9,4
C468731783,31,1
C428411765,23,1
C1183354463,1,4
C1733340039,16,0
C1875540277,42,0
C1025444694,21,4
M485531554,10,1
C1443278884,10,2
C857169298,20,4
C488883787,67,2
C1238444574,69,0
C869576510,12,38
C16610884,97,1
C1130130133,20,0
C1187332332,7,0
C1518632118,62,0
C904075137,55,10
C1477176067,27,4
M1208746887,31,4
C700588478,41,12
C2134261634,36,3
C1426723757,69,2
C315646826,18,1
M160752467,12,4
C420423028,20,4
C1678440372,20,0
C1190916757,12,24
C41054287,27,0
C477262059,26,9
M1447758630,24,9
C2090651141,8,0
C1739102320,43,1
M136090193,19,1
C1981292966,3,2
C1679904082,56,4
M1360086223,94,4
C386740674,43,14
C2130712234,4,1
C372034443,13,0
M1879882365,24,37
C1763462959,20,0
C710542256,4,4
C434054206,58,2
C1428441254,56,3
C823644258,10,4
C1443300815,39,0
C1046890320,32,13
C1162347111,27,4
C455705565,18,1
C598573300,2,3
C263864148,3,1
C1811558182,71,1
C655596704,84,0
C464009928,4,3
C1001119324,3,0
C508303491,3,4
C204759229,18,0
C953941480,25,4
M73249437,23,1
C1019705834,8,0
C1624748080,27,1
M485619818,27,12
C751198807,16,4
C18046793,29,1
C1062431728,9,4
C1750320658,73,0
C299965429,19,4
C149057337,5,13
C19231731,69,45
M1594760240,26,2
M1926117300,22,13
C1370966775,94,34
C1633317333,22,4
C541422793,18,1
C1623811875,57,1
C378221193,34,1
C424180907,26,5
C173325233,39,2
C371332987,4,3
C1170399889,69,3
C1666476567,13,2
C1464769805,80,3
